ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
11,1,59,1,3,3,2,2,2,0,19,12,12,0,12,12,1,2,2,2,0,1,1,2,1,1,2,2,1,2,2,2,1
13,2,61,1,3,9,2,1,1,0,13,12,0,0,0,11,5,-1,1,2,0,0,4,3,2,2,0,0,2,2,2,2,1
16,2,75,1,2,1,4,2,2,0,12,12,12,0,9,12,2,2,2,2,0,1,2,2,1,2,1,0,2,1,1,2,1
21,2,34,1,1,3,1,3,2,1,15,17,0,12,12,12,1,2,1,2,1,2,1,1,3,3,0,0,2,2,2,2,2
24,1,37,1,5,0,0,2,2,0,12,18,18,0,12,12,1,5,2,1,0,1,1,1,1,1,1,1,1,4,4,2,1
25,2,56,1,1,11,3,2,2,0,16,16,16,16,10,12,2,10,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1
27,2,68,1,3,1,3,1,1,0,12,12,12,0,12,12,1,27,2,2,0,1,2,2,1,1,1,2,2,4,2,2,1
34,2,56,1,3,4,0,1,1,0,16,16,0,0,12,12,1,0.25,2,2,0,3,3,2,1,1,1,1,2,4,4,2,1
42,1,52,1,5,1,0,2,2,0,12,10,0,0,12,12,1,14,2,2,0,2,2,2,2,2,0,0,2,1,1,2,2
52,2,42,1,4,2,3,4,2,0,12,6,3,0,12,12,1,5,2,2,0,2,2,3,1,1,1,1,2,1,1,2,1
61,2,27,2,1,10,1,3,2,1,13,12,12,14,3,5,7,-1,2,1,2,0,3,2,2,2,0,0,2,1,1,2,1
63,2,41,2,5,2,0,1,1,0,16,12,12,0,12,12,1,19,2,2,0,2,2,2,1,1,1,1,2,1,1,2,1
64,2,64,2,2,8,1,1,1,0,13,8,8,0,0,12,5,-1,2,2,0,0,1,2,1,1,1,1,2,1,1,1,1
66,1,79,2,3,6,4,1,1,0,20,8,6,0,0,11,5,-1,1,1,0,0,1,3,1,1,1,1,2,1,1,2,2
67,1,34,1,1,8,3,1,1,0,14,16,0,16,12,12,1,1,1,2,7,2,3,2,2,2,0,0,2,4,4,1,2
69,2,32,2,5,1,0,1,1,0,19,16,16,0,12,12,1,1,2,2,0,2,1,2,1,1,1,1,2,1,1,2,1
73,2,28,3,1,2,0,2,2,0,16,14,0,16,0,12,7,-1,2,2,1,0,2,1,3,3,0,0,2,4,4,1,1
84,2,40,1,1,1,4,3,3,0,13,12,14,11,12,12,1,5,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1
95,2,30,2,5,2,2,1,1,0,16,12,0,0,12,12,1,7,2,2,0,2,3,2,1,1,1,1,1,1,1,2,1
98,1,45,2,4,2,0,1,1,0,16,20,16,0,12,12,3,3,1,2,0,2,2,1,1,1,1,1,2,1,1,2,1
101,1,48,3,3,1,1,1,1,0,12,0,0,0,12,12,1,2,2,2,0,2,3,3,1,1,2,2,2,3,3,2,2
102,2,81,3,3,4,1,2,2,0,12,5,6,0,0,2,5,-1,1,2,0,0,4,3,1,2,1,0,2,4,4,1,1
106,1,60,1,5,4,0,1,1,0,14,9,12,0,12,12,1,14,2,2,0,2,2,2,1,1,2,2,2,1,1,2,2
120,1,32,1,5,5,0,2,2,0,13,18,0,0,12,12,1,1,2,2,0,2,2,2,1,1,1,2,2,3,3,2,1
122,2,61,1,1,3,2,2,2,0,12,9,12,12,12,12,1,23,2,2,1,1,2,2,2,2,0,0,1,4,1,2,1
125,1,69,1,5,2,0,1,1,0,16,12,10,0,12,12,2,12,2,2,0,2,2,2,1,1,1,1,2,2,2,2,1
132,2,41,1,1,1,1,3,2,0,20,14,16,20,0,12,7,-1,2,1,6,0,1,1,3,3,0,0,2,4,4,2,1
137,1,33,3,5,2,0,4,2,0,16,14,13,0,8,12,6,-1,2,2,0,0,3,2,2,2,0,0,2,4,4,2,1
140,2,25,1,5,4,0,4,2,0,15,0,0,0,9,12,1,3,1,2,0,1,2,2,2,2,0,0,2,2,3,2,1
149,1,28,1,5,3,0,2,2,0,14,12,14,0,0,12,6,-1,2,1,0,0,2,2,2,2,0,0,1,3,3,2,1
157,2,58,1,4,7,4,2,2,0,12,3,0,0,12,12,1,7,2,2,0,1,3,3,1,1,1,1,2,1,1,1,1
158,2,20,3,5,3,0,5,4,0,14,5,13,0,6,12,2,2,1,2,0,1,3,2,3,2,0,0,2,1,1,2,1
165,2,41,1,1,9,4,5,2,1,6,6,0,12,0,3,7,-1,0,0,1,0,2,2,2,2,0,0,2,2,3,2,1
170,1,36,1,1,2,3,2,2,0,13,12,0,13,12,12,1,11,2,2,4,2,2,2,1,2,1,0,2,4,3,2,1
180,1,52,1,5,5,1,1,1,0,14,11,0,0,0,9,7,-1,2,2,0,0,2,1,2,2,0,0,2,1,1,1,2
183,1,36,1,5,3,0,2,2,0,20,12,15,0,12,12,1,2,2,1,0,3,3,2,1,1,1,1,2,4,4,2,1
185,1,46,3,3,1,1,1,1,0,16,0,12,0,12,12,1,15,2,2,0,3,1,3,2,2,0,0,2,2,2,1,1
188,1,46,3,1,5,2,2,2,0,16,16,14,17,12,12,1,4,2,2,1,2,4,2,1,1,1,1,2,1,1,2,1
194,2,36,3,1,1,1,3,2,1,16,13,12,14,12,12,1,2,1,2,1,2,4,2,1,1,2,3,2,2,1,2,1
196,1,60,1,5,2,0,1,1,0,16,16,18,0,12,12,1,43,2,2,0,2,2,3,1,1,2,2,2,1,1,2,1
201,1,30,3,5,1,0,2,2,0,16,16,19,0,12,12,1,6,2,2,0,3,3,2,2,2,0,0,2,2,2,2,1
204,2,64,1,1,3,5,2,2,0,13,12,16,11,0,12,7,-1,2,2,1,0,3,2,2,2,0,0,1,1,1,2,2
207,1,47,1,1,3,3,2,2,0,12,12,16,14,12,12,1,25,2,2,1,2,3,2,2,2,0,0,1,4,4,2,2
216,2,30,1,1,5,2,5,3,1,15,0,0,10,10,12,2,4,2,2,1,2,2,2,1,1,1,1,2,4,2,2,2
219,2,44,3,4,5,5,3,2,0,12,0,0,0,0,9,7,-1,2,2,0,0,2,2,2,2,0,0,2,2,1,2,2
223,1,51,1,1,7,3,3,2,0,12,0,0,17,0,12,2,2,2,2,1,1,1,1,3,3,0,0,2,4,1,2,1
225,1,74,3,3,4,5,1,1,0,16,12,6,0,8,12,2,8,2,2,0,1,1,1,2,1,0,1,1,2,1,2,1
227,1,49,3,1,6,8,6,4,0,11,5,5,6,10,12,4,-1,2,2,1,0,2,1,2,2,0,0,2,1,1,1,2
234,2,33,1,1,3,0,2,2,0,12,14,0,12,0,12,7,-1,2,1,1,0,2,1,2,2,0,0,1,1,1,2,1
237,2,62,1,2,7,4,2,2,0,10,6,12,0,12,12,1,15,2,2,0,1,2,1,1,1,2,2,2,1,1,1,2
240,2,28,1,1,1,0,4,4,0,13,14,0,14,0,12,7,-1,2,2,1,0,1,2,1,1,1,1,1,3,3,2,2
244,2,30,1,1,4,3,5,2,2,13,4,0,12,12,12,1,9,2,2,3,1,2,2,1,2,1,0,1,3,2,2,1
255,1,88,2,3,1,6,1,1,0,10,12,0,0,0,9,5,-1,2,2,0,0,3,2,1,2,1,0,2,2,2,2,2
258,2,33,1,5,2,0,4,4,0,16,12,12,0,0,12,1,0.25,2,2,0,2,2,2,3,1,0,1,2,3,2,2,1
259,1,81,1,2,3,7,2,2,0,16,6,8,0,0,12,5,-1,2,1,0,0,2,2,1,1,1,3,2,2,2,2,2
261,2,69,1,1,4,3,2,2,0,16,12,16,16,0,12,5,-1,1,2,1,0,1,1,1,1,1,1,2,3,1,2,1
270,2,27,1,5,8,1,4,3,0,12,5,0,0,12,12,1,0.75,2,2,0,2,3,2,2,1,0,3,2,1,1,1,1
272,1,48,1,1,9,2,3,3,0,18,2,6,14,0,9,1,0.75,2,2,7,1,1,2,3,3,0,0,2,1,1,2,1
274,2,65,1,3,3,3,2,2,0,19,13,16,0,9,12,1,1,1,2,0,2,2,1,1,1,1,1,2,4,1,2,1
281,2,52,1,3,1,1,1,1,0,12,12,14,0,12,12,1,23,2,2,0,3,1,2,1,1,2,2,2,2,2,2,1
284,1,63,1,1,3,1,2,2,0,12,12,12,16,12,12,5,-1,2,2,5,0,2,2,1,1,2,2,2,2,2,2,1
288,2,39,1,5,0,1,3,2,1,15,13,0,0,12,12,1,4,2,2,0,2,2,2,1,1,1,1,2,2,2,2,1
290,2,83,1,2,1,4,1,1,0,12,10,0,0,0,11,5,-1,2,2,0,0,3,2,1,1,1,1,2,1,1,1,1
294,1,50,1,3,3,2,2,2,0,12,12,12,0,12,12,1,20,2,2,0,3,3,2,1,1,2,2,1,2,2,2,1
296,2,45,1,1,4,3,3,3,0,16,11,12,12,12,12,1,15,2,2,1,2,2,2,1,1,1,1,1,3,3,2,1
306,1,34,3,4,2,2,2,2,0,12,0,8,0,12,12,1,2,2,1,0,2,3,1,2,2,0,0,2,4,3,2,1
311,1,77,1,3,2,3,1,1,0,14,12,14,0,0,12,5,-1,2,2,0,0,2,2,1,1,1,2,1,1,1,2,1
312,1,29,3,5,0,3,1,1,0,16,16,16,0,12,12,1,3,2,2,0,3,3,2,1,1,1,1,2,2,2,2,1
315,1,65,1,3,1,0,1,1,0,13,12,12,0,12,12,1,45,2,2,0,2,1,3,1,1,1,1,2,4,4,2,1
317,1,76,1,1,1,8,2,2,0,19,12,17,16,0,12,5,-1,2,2,5,0,1,1,1,1,2,4,2,1,1,2,1
322,1,53,2,1,3,3,3,3,0,12,12,0,12,8,12,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2
327,1,86,2,4,3,8,1,1,0,12,0,0,0,0,11,5,-1,2,2,0,0,4,3,1,1,1,1,2,4,4,1,1
335,1,70,1,1,0,2,2,2,0,18,12,14,19,12,12,5,-1,1,2,5,0,1,1,2,1,0,2,1,1,1,2,2
336,1,71,1,1,7,2,2,2,0,12,10,5,12,0,12,5,-1,2,2,2,0,2,2,1,2,2,0,1,3,2,2,1
345,2,28,2,1,6,3,2,2,0,14,16,16,14,12,12,6,-1,2,2,1,0,1,1,1,1,1,1,2,1,1,1,2
348,2,67,1,2,3,3,1,1,0,12,7,5,0,0,10,5,-1,2,2,0,0,4,2,1,1,1,1,2,1,1,1,2
349,2,53,2,5,3,0,1,1,0,12,15,0,0,0,10,6,-1,2,2,0,0,3,3,2,2,0,0,2,1,1,2,1
352,2,35,2,1,6,8,1,1,0,12,11,0,12,9,11,8,-1,2,2,1,0,2,2,1,1,1,1,2,2,2,2,2
354,1,68,3,1,1,1,2,2,0,16,15,17,15,12,12,5,-1,2,2,5,0,3,2,1,1,1,1,2,4,4,2,1
359,1,52,1,5,8,1,1,1,0,14,10,12,0,12,12,1,25,2,1,0,2,1,2,1,1,2,2,1,3,2,2,2
364,2,40,1,4,2,3,1,1,0,16,12,0,0,12,12,1,5,2,2,0,1,1,1,1,1,2,2,2,1,1,2,1
367,2,70,1,5,1,0,1,1,0,16,14,14,0,12,12,1,24,2,2,0,1,1,1,1,1,1,1,2,4,4,2,1
375,1,45,1,4,5,2,1,1,0,16,16,14,0,12,12,1,1,1,2,0,1,1,2,1,1,2,2,1,4,3,2,1
379,2,78,1,2,3,3,1,1,0,16,12,15,0,0,12,7,-1,2,2,0,0,2,2,1,1,2,2,1,3,3,2,1
383,2,75,1,2,4,3,1,1,0,19,16,0,0,0,12,5,-1,1,2,0,0,2,1,1,1,1,1,2,1,1,2,1
386,2,41,1,5,2,0,1,1,0,16,17,16,0,12,12,1,1,2,2,0,2,1,2,1,1,1,1,2,4,4,2,1
395,1,34,1,1,5,0,1,1,0,0,12,12,18,12,12,1,3,2,2,1,1,2,3,1,1,1,1,2,3,3,2,1
405,2,29,1,5,2,4,6,2,2,12,0,12,0,0,12,7,-1,2,2,0,0,2,2,2,2,0,0,2,2,2,2,1
407,2,36,1,5,2,4,4,1,1,11,9,11,0,0,10,4,-1,2,2,0,0,1,2,3,1,0,1,2,1,1,2,1
410,1,53,1,1,3,3,3,3,0,13,14,8,14,12,12,1,3,1,2,1,4,3,1,1,1,2,2,1,1,1,2,1
420,2,49,1,3,1,2,1,1,0,16,12,12,0,12,12,3,1,1,2,0,2,2,3,1,2,2,0,2,2,2,2,1
430,2,42,3,1,7,3,3,3,0,12,12,0,12,12,12,1,5,2,1,1,1,3,1,2,2,0,0,2,1,1,2,1
444,2,48,3,1,1,5,7,4,0,12,12,3,14,0,12,7,-1,2,2,1,0,1,1,1,1,1,1,2,1,1,1,1
448,2,34,2,5,3,0,1,1,0,16,14,0,0,12,12,1,8,2,2,0,2,2,2,1,1,1,1,2,3,2,2,1
451,1,46,2,5,6,4,4,3,0,12,14,0,0,12,12,1,2,1,2,0,2,1,2,1,1,1,1,2,1,1,1,1
455,2,46,2,3,0,3,3,2,1,18,16,0,0,12,12,1,23,1,2,0,2,1,2,1,1,1,1,2,1,1,2,1
456,1,19,3,5,1,0,4,4,0,13,12,7,0,0,12,6,-1,0,0,0,0,2,1,3,3,0,0,2,1,1,2,2
471,2,66,1,3,1,3,1,1,0,18,15,16,0,0,12,5,-1,1,2,0,0,2,3,1,1,1,1,2,4,3,2,1
473,2,70,1,1,4,2,2,2,0,16,16,16,16,0,12,5,-1,2,2,5,0,2,2,1,1,1,1,1,3,2,2,2
479,2,70,1,1,3,3,3,3,0,12,7,7,16,0,12,5,-1,2,2,1,0,1,3,1,1,2,2,1,1,1,2,1
487,2,44,2,5,3,6,5,2,0,16,12,12,0,12,12,2,22,2,2,0,1,1,2,1,1,1,1,2,1,1,2,2
496,2,35,2,5,3,2,3,2,0,11,12,0,0,0,10,1,0.25,2,2,0,1,3,2,1,2,1,0,2,1,1,2,1
508,2,29,3,1,1,0,2,2,0,16,16,16,16,12,12,1,1,2,2,1,1,3,1,2,1,0,1,2,1,1,1,1
513,1,50,1,1,25,2,3,2,0,16,4,12,16,0,12,4,-1,2,2,7,0,2,2,2,2,0,0,2,4,4,2,2
514,1,54,1,1,2,2,2,2,0,17,14,17,18,12,12,1,2,2,2,7,2,2,2,1,1,1,1,1,4,3,2,1
524,1,45,1,5,0,0,1,1,0,14,0,12,0,9,10,2,2,2,2,0,3,3,2,2,2,0,0,1,1,1,2,1
529,2,61,1,1,4,2,3,2,0,12,12,16,11,0,12,7,-1,2,2,1,0,2,2,2,2,0,0,1,1,1,2,2
531,2,26,2,5,4,0,1,1,0,12,12,0,0,2,3,1,5,1,2,0,1,3,2,2,1,0,1,2,1,1,1,2
543,1,47,2,5,1,0,1,1,0,16,14,16,0,12,12,1,21,2,2,0,1,2,1,1,1,1,1,1,1,1,2,1
548,1,70,2,5,10,2,1,1,0,11,0,12,0,0,10,5,-1,2,2,0,0,3,2,2,2,0,0,1,1,1,1,2
549,2,78,2,2,4,4,1,1,0,12,3,3,0,0,1,7,-1,1,2,0,0,3,2,1,1,1,1,2,1,1,2,2
550,2,74,1,3,3,2,1,1,0,20,14,15,0,0,12,5,-1,1,2,0,0,1,1,1,1,1,4,2,3,2,2,1
551,1,65,1,1,4,2,2,2,0,16,16,14,16,11,12,2,10,2,2,3,2,1,1,1,2,2,0,1,1,1,2,1
553,2,53,1,1,4,2,3,2,0,16,12,12,16,12,12,1,23,2,2,1,2,2,2,1,1,2,2,2,3,1,2,2
556,2,62,1,1,7,4,2,2,0,14,9,10,12,9,12,2,6,2,2,5,1,2,1,1,1,2,2,2,1,1,2,1
564,1,39,3,1,4,2,4,2,1,16,17,17,15,12,12,1,2,2,2,7,1,2,1,3,3,0,0,2,1,1,2,1
568,1,66,1,3,3,2,2,2,0,20,12,13,0,0,12,5,-1,2,2,0,0,1,1,1,1,1,1,2,4,4,2,1
576,2,40,2,3,13,6,2,2,0,12,12,0,0,3,10,2,2,2,2,0,1,3,2,2,1,0,1,2,1,1,2,1
580,1,63,1,3,2,1,1,1,0,12,12,16,0,0,10,5,-1,2,2,0,0,3,3,1,1,1,2,1,3,3,2,1
582,1,25,1,5,0,0,2,2,0,12,12,0,0,0,9,2,0.25,2,2,0,2,2,2,2,2,0,0,2,4,4,2,1
589,2,48,2,3,7,3,3,1,0,18,16,0,0,12,12,1,5,2,2,0,2,2,2,1,1,1,1,2,1,1,2,1
597,1,26,3,5,3,1,4,4,0,12,0,0,0,12,12,1,0.25,2,2,0,1,1,2,2,2,0,0,1,4,1,2,2
601,2,30,1,1,1,1,4,2,1,11,9,0,14,0,12,7,-1,2,2,1,0,4,2,1,1,1,4,2,3,3,2,1
604,1,20,1,5,2,0,4,4,0,12,12,14,0,1,8,6,-1,2,2,0,0,2,2,3,2,0,0,1,1,1,2,1
606,1,40,3,5,3,2,2,2,0,12,16,16,0,3,12,7,-1,2,2,0,0,4,2,2,2,0,0,2,1,1,2,1
608,2,39,1,1,1,3,4,1,1,14,14,0,16,10,12,1,4,2,2,1,1,2,1,3,3,0,0,2,1,1,2,1
611,1,51,3,1,4,6,3,3,0,5,2,3,5,0,10,1,12,2,2,7,1,2,3,2,2,0,0,2,3,3,2,2
613,1,40,3,3,4,2,2,2,0,10,7,0,0,12,12,1,0.75,2,2,0,1,2,2,2,2,0,0,1,1,1,2,1
622,2,39,2,3,9,3,5,3,1,12,14,16,0,10,12,2,2,2,2,0,2,1,2,1,1,1,1,2,1,1,2,1
624,1,34,3,1,1,2,4,2,0,14,18,0,14,12,12,1,3,2,2,1,1,3,1,2,2,0,0,2,1,1,2,1
629,1,77,1,4,2,1,1,1,0,16,12,16,0,0,12,5,-1,2,2,0,0,2,2,1,1,2,2,2,2,2,2,1
638,1,47,2,1,15,6,6,2,3,12,16,0,12,9,9,4,-1,2,2,7,0,2,1,1,1,1,1,1,1,1,2,1
641,1,53,1,1,1,1,3,2,0,16,12,18,16,12,12,3,19,1,2,1,1,2,1,1,1,3,3,1,3,3,2,1
650,1,46,3,5,6,0,1,1,0,3,0,0,0,11,11,4,-1,2,1,0,0,3,3,2,2,0,0,2,1,1,2,2
652,2,22,3,5,4,2,2,1,1,12,16,0,0,4,4,2,2,1,2,0,2,2,2,3,2,0,0,2,1,1,2,2
653,2,29,2,5,4,0,2,2,0,19,15,14,0,12,12,1,0.25,2,2,0,2,2,1,1,1,1,1,2,3,3,2,2
660,1,51,2,3,2,2,2,2,0,14,14,12,0,12,12,1,10,2,2,0,2,2,2,1,1,1,1,2,1,1,2,2
662,1,33,2,5,2,0,1,1,0,13,14,0,0,0,12,1,0.25,2,2,0,1,1,2,2,1,0,1,2,2,2,2,1
664,2,26,3,1,3,1,4,4,0,15,3,3,15,11,12,2,3,2,2,1,1,2,2,2,1,0,2,1,1,1,2,1
665,1,68,2,1,4,2,2,2,0,16,14,0,15,12,12,1,26,2,2,1,2,1,1,1,1,1,1,1,3,2,1,2
674,2,21,1,5,1,0,2,2,0,15,14,14,0,4,4,4,-1,2,2,0,0,1,2,3,2,0,0,2,4,4,2,1
675,2,38,1,1,3,2,4,2,0,14,12,15,12,9,12,2,4,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1
677,1,50,2,3,3,3,2,2,0,14,12,6,0,12,12,1,7,1,2,0,1,2,2,1,1,1,1,1,1,1,2,1
680,2,28,2,3,11,0,3,3,0,15,16,0,0,0,12,6,-1,0,0,0,0,3,3,1,1,1,4,2,1,1,2,1
683,2,58,2,1,13,2,4,3,0,16,12,12,13,12,12,1,20,1,2,5,2,2,2,1,1,1,1,1,2,2,2,1
690,1,82,2,2,7,0,1,1,0,12,0,3,0,0,2,5,-1,2,2,0,0,3,1,1,1,1,1,1,1,1,2,2
693,2,43,2,3,5,0,1,1,0,15,9,0,0,12,12,2,0.25,2,2,0,2,2,2,3,3,0,0,2,1,1,1,1
694,2,75,2,2,2,2,1,1,0,12,0,0,0,0,12,7,-1,0,0,0,0,3,2,1,2,1,0,2,2,2,2,1
706,2,56,1,3,4,1,1,1,0,12,0,12,0,12,12,1,14,2,2,0,1,2,3,2,2,0,0,2,3,1,2,1
708,1,33,1,5,1,0,1,1,0,12,12,0,0,12,12,1,5,2,2,0,2,1,1,2,2,0,0,2,1,1,2,2
710,2,89,1,2,6,4,1,1,0,12,12,12,0,0,12,5,-1,2,2,0,0,2,2,1,1,1,1,2,3,3,2,2
711,1,19,1,5,4,0,1,1,0,9,3,6,0,0,9,2,1,2,2,0,2,3,3,3,3,0,0,2,1,1,2,1
713,2,28,1,3,1,0,1,1,0,18,12,18,0,12,12,1,0.75,2,2,0,1,1,1,2,2,0,0,2,1,1,2,1
720,1,46,1,1,2,2,2,2,0,18,16,19,18,12,12,1,19,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1
725,2,54,2,5,11,1,1,1,0,12,0,0,0,0,7,7,-1,1,2,0,0,3,2,1,1,1,1,2,1,1,1,1
728,1,25,2,5,2,0,4,2,1,14,14,0,0,5,11,2,0.75,2,2,0,2,2,2,1,1,1,1,1,1,1,2,1
731,2,28,2,1,5,1,2,2,0,14,12,0,13,12,12,1,2,2,2,1,1,1,1,2,2,0,0,2,1,1,2,2
734,1,50,1,1,6,2,2,2,0,10,0,12,14,12,12,1,26,2,2,1,3,2,2,2,2,0,0,1,2,2,2,1
735,2,20,1,5,1,0,4,4,0,16,12,18,0,7,12,1,2,1,2,0,1,2,1,3,1,0,1,1,2,1,2,1
746,2,57,2,1,2,3,1,1,0,14,9,0,17,12,12,1,16,2,2,8,2,2,2,1,1,1,1,1,1,1,2,1
750,2,37,2,5,2,2,1,1,0,13,12,12,0,0,12,3,5,2,2,0,3,4,1,1,1,1,1,2,1,1,1,2
755,1,27,1,5,2,0,1,1,0,18,12,20,0,12,12,1,2,2,2,0,1,1,1,1,1,1,3,2,3,3,2,1
757,1,54,1,1,2,0,2,2,0,20,14,12,18,12,12,1,6,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1
759,2,89,1,2,4,3,1,1,0,18,8,8,0,0,12,5,-1,1,2,0,0,3,1,1,1,1,1,2,1,1,2,1
767,2,77,1,2,6,3,1,1,0,17,12,14,0,0,12,5,-1,2,2,0,0,2,2,1,1,1,3,2,1,1,2,2
772,2,89,1,3,2,2,2,2,0,16,8,12,0,0,12,5,-1,2,2,0,0,2,2,1,2,2,0,2,3,1,2,1
777,1,73,1,1,1,0,2,2,0,14,12,11,16,0,12,5,-1,1,1,1,0,1,1,1,1,1,1,1,4,4,2,1
786,2,46,1,1,2,0,2,2,0,15,14,0,14,12,12,3,28,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1
788,2,23,3,5,1,0,2,2,0,8,8,8,0,9,12,2,4,2,2,0,2,1,2,3,2,0,0,2,1,1,2,2
789,1,48,1,1,1,2,4,2,0,12,12,10,10,12,12,1,4,2,2,1,2,2,2,1,2,1,0,1,4,4,2,1
793,2,28,1,5,3,3,4,1,0,12,12,0,0,12,12,1,5,2,2,0,1,3,2,2,2,0,0,2,4,3,2,1
800,1,73,1,5,6,0,1,1,0,15,10,6,0,0,12,5,-1,1,2,0,0,2,2,1,1,1,1,2,2,1,2,2
803,2,22,3,5,3,0,4,4,0,12,0,0,0,5,11,2,0.75,2,2,0,2,2,1,3,3,0,0,2,1,1,2,1
805,1,48,3,1,4,0,2,2,0,7,0,0,12,11,12,1,0.75,2,1,1,1,4,2,2,2,0,0,2,1,1,2,2
817,1,63,1,5,5,0,1,1,0,12,12,12,0,0,9,4,-1,2,2,0,0,2,2,1,1,2,2,2,1,1,2,2
841,2,47,3,1,9,4,5,3,0,9,3,2,9,5,12,2,2,2,2,1,2,3,1,2,2,0,0,2,1,1,2,1
846,2,18,1,5,1,0,2,2,0,12,16,0,0,0,12,7,-1,0,0,0,0,1,1,3,3,0,0,2,2,1,2,1
855,1,57,1,5,2,0,1,1,0,14,0,0,0,12,12,1,18,2,2,0,2,2,3,1,1,1,1,2,3,3,2,1
857,1,63,1,1,6,6,5,5,0,16,12,12,14,0,12,5,-1,2,2,5,0,2,3,2,1,0,2,2,2,1,2,1
866,2,27,1,1,1,1,5,4,1,12,12,14,13,2,12,7,-1,2,2,1,0,2,2,2,1,0,2,1,1,1,2,1
870,2,29,1,1,6,2,4,2,2,15,14,0,12,9,12,7,-1,2,2,1,0,3,2,1,1,1,1,2,2,2,1,1
874,1,78,1,1,0,3,2,2,0,16,16,0,14,0,12,5,-1,2,2,5,0,1,1,1,1,1,1,2,2,2,2,1
877,1,45,1,1,4,2,4,2,0,16,14,16,13,12,12,1,16,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1
880,2,49,1,1,1,0,2,2,0,17,12,18,17,12,12,1,10,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2
883,2,25,1,5,2,1,3,2,1,14,0,12,0,0,11,1,0.75,1,2,0,1,4,3,1,2,1,0,2,1,1,2,1
885,2,48,1,1,6,3,5,2,0,16,16,16,13,12,12,2,10,1,2,1,2,1,2,1,1,2,2,1,3,2,2,2
888,2,84,1,2,5,2,1,1,0,12,0,8,0,0,11,7,-1,2,2,0,0,2,2,1,2,1,0,2,1,1,2,1
892,2,63,1,3,2,0,2,2,0,16,12,13,0,12,12,1,4,2,2,0,1,2,2,1,1,1,1,2,2,2,2,2
896,1,56,2,3,4,2,1,1,0,13,0,0,0,12,12,1,4,2,2,0,1,2,2,1,2,1,0,2,3,3,2,2
897,1,27,2,5,3,0,2,2,0,16,16,16,0,12,12,6,-1,2,2,0,0,1,2,1,1,1,1,2,1,1,2,1
900,1,44,1,3,3,2,2,2,0,12,16,0,0,12,12,1,22,2,2,0,2,2,2,1,1,1,1,2,2,2,2,1
905,2,42,2,5,5,3,2,2,0,13,0,12,0,3,9,8,-1,1,2,0,0,3,1,1,1,1,1,2,1,1,2,1
912,1,69,2,2,14,2,1,1,0,14,0,12,0,11,11,5,-1,2,2,0,0,4,2,1,2,1,0,2,1,1,2,1
916,2,32,1,1,2,1,3,2,1,14,12,12,16,12,12,1,7,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2
925,1,58,1,2,2,2,2,2,0,16,12,12,0,12,12,1,20,2,2,0,2,2,2,1,1,1,1,1,2,2,2,1
930,1,68,1,3,5,1,1,1,0,14,8,8,0,0,8,5,-1,2,1,0,0,2,2,1,1,1,1,2,4,1,2,2
933,1,70,1,1,1,2,2,2,0,19,16,12,20,0,12,5,-1,2,2,5,0,2,3,1,1,2,2,1,3,3,2,1
937,1,39,1,1,1,2,4,2,0,17,14,0,16,12,12,1,6,2,2,6,2,1,1,1,1,3,3,2,3,1,2,1
939,2,19,1,5,3,0,3,2,0,13,16,20,0,2,12,2,2,2,2,0,1,1,1,3,3,0,0,2,1,1,2,1
947,2,46,1,1,3,2,3,2,0,18,12,0,18,0,12,7,-1,1,2,1,0,2,2,1,1,2,2,2,1,1,2,1
955,2,77,1,3,2,3,1,1,0,12,3,12,0,0,9,5,-1,2,2,0,0,2,2,1,1,2,2,2,1,1,1,2
961,1,38,1,1,1,2,1,1,0,14,18,13,18,12,12,1,0.25,2,2,1,3,3,3,3,3,0,0,2,1,1,2,1
966,1,45,1,1,2,1,3,3,0,14,12,16,14,0,12,1,0.25,2,2,7,2,2,2,1,1,1,2,1,1,1,2,2
968,1,40,2,5,5,0,1,1,0,14,12,12,0,12,12,1,12,2,2,0,2,2,2,1,1,1,1,2,1,1,1,2
975,1,34,1,5,3,2,1,1,0,12,16,12,0,12,12,1,3,2,2,0,2,2,2,2,2,0,0,2,1,1,2,1
979,1,43,1,5,1,0,1,1,0,18,12,14,0,0,9,4,-1,2,2,0,0,2,2,1,1,1,2,1,3,2,2,1
982,2,43,1,1,1,2,3,3,0,16,14,13,20,12,12,1,10,1,2,1,2,2,2,1,1,1,1,2,3,2,2,1
